1/26/2011 9:36:43 PM
online name,id,zcQTY,storeQTY,store name,id,ShouldUpdate
"piper ewan Silk Flower Brooch",1089,-3,0,"Flower - hand dyed silk lg",1089,SELECT zen_products.products_id,zen_products.products_model, zen_products.products_quantity, zen_products_description.products_name FROM `zen_products` , `zen_products_description` WHERE zen_products.products_id = zen_products_description.products_id AND zen_products.products_model = 1089
"Paper Wings Organic Circles Necklace",1095,0,1,"Necklace - Big Circles",1095,SELECT zen_products.products_id,zen_products.products_model, zen_products.products_quantity, zen_products_description.products_name FROM `zen_products` , `zen_products_description` WHERE zen_products.products_id = zen_products_description.products_id AND zen_products.products_model = 1095
"Tatine Pumpkin Candle",1456,1,0,"Ring- Lovely - gold/green garn",1456,SELECT zen_products.products_id,zen_products.products_model, zen_products.products_quantity, zen_products_description.products_name FROM `zen_products` , `zen_products_description` WHERE zen_products.products_id = zen_products_description.products_id AND zen_products.products_model = 1456
"Teaposy Heart of Love",1213,-1,3,"Teaposy - Heart of Love",1213,SELECT zen_products.products_id,zen_products.products_model, zen_products.products_quantity, zen_products_description.products_name FROM `zen_products` , `zen_products_description` WHERE zen_products.products_id = zen_products_description.products_id AND zen_products.products_model = 1213
"Enclosure Card - Happy Birthday",1223,4,5,"Card, Encl - bday mandala",1223,SELECT zen_products.products_id,zen_products.products_model, zen_products.products_quantity, zen_products_description.products_name FROM `zen_products` , `zen_products_description` WHERE zen_products.products_id = zen_products_description.products_id AND zen_products.products_model = 1223
"Enclosure Card - Thinking of You",1224,7,5,"Card, Encl - thinking mandala",1224,SELECT zen_products.products_id,zen_products.products_model, zen_products.products_quantity, zen_products_description.products_name FROM `zen_products` , `zen_products_description` WHERE zen_products.products_id = zen_products_description.products_id AND zen_products.products_model = 1224
"Nashelle Metro Pinch Cuff Bracelet",1235,0,0,"Bracelet - metro cuff -gold",1235,No
"iBride Butterfly Card",1506,10,10,"Card - wonderland butterfly",1506,No
"Artecnica Bright Times Votive Holder",1255,0,1,"Votive Holder - bright gold",1255,SELECT zen_products.products_id,zen_products.products_model, zen_products.products_quantity, zen_products_description.products_name FROM `zen_products` , `zen_products_description` WHERE zen_products.products_id = zen_products_description.products_id AND zen_products.products_model = 1255
"Artecnica Future Flora Nadine Lamp",1256,1,2,"Future Flora - Nadine",1256,SELECT zen_products.products_id,zen_products.products_model, zen_products.products_quantity, zen_products_description.products_name FROM `zen_products` , `zen_products_description` WHERE zen_products.products_id = zen_products_description.products_id AND zen_products.products_model = 1256
"Artecnica Future Flora Rugiada Lamp",1258,2,2,"Future Flora - Rugiada",1258,No
"Nashelle Perfect Bangle",1263,1,2,"Bracelet - metro bangle -gold",1263,SELECT zen_products.products_id,zen_products.products_model, zen_products.products_quantity, zen_products_description.products_name FROM `zen_products` , `zen_products_description` WHERE zen_products.products_id = zen_products_description.products_id AND zen_products.products_model = 1263
"perch! Spot Bowl",1565,1,2,"Ceramic spot bowl - yolk",1565,SELECT zen_products.products_id,zen_products.products_model, zen_products.products_quantity, zen_products_description.products_name FROM `zen_products` , `zen_products_description` WHERE zen_products.products_id = zen_products_description.products_id AND zen_products.products_model = 1565
"Figs & Ginger Lovebirds Necklace",1305,1,0,"Necklace - lovebirds in circle",1305,SELECT zen_products.products_id,zen_products.products_model, zen_products.products_quantity, zen_products_description.products_name FROM `zen_products` , `zen_products_description` WHERE zen_products.products_id = zen_products_description.products_id AND zen_products.products_model = 1305
"Nashelle Lucky Horseshoe Necklace",1312,1,0,"Necklace lucky gold horseshoe",1312,SELECT zen_products.products_id,zen_products.products_model, zen_products.products_quantity, zen_products_description.products_name FROM `zen_products` , `zen_products_description` WHERE zen_products.products_id = zen_products_description.products_id AND zen_products.products_model = 1312
"Horseshoe Necklace",1312,1,0,"Necklace lucky gold horseshoe",1312,SELECT zen_products.products_id,zen_products.products_model, zen_products.products_quantity, zen_products_description.products_name FROM `zen_products` , `zen_products_description` WHERE zen_products.products_id = zen_products_description.products_id AND zen_products.products_model = 1312
"Ruby Chalcedony Ring",1313,1,1,"Ring- Lovely - gold/ruby chalc",1313,No
"Le Palais des Thés - Hammam Rooibos Tea",1356,1,4,"Tea - The du Hammam Red - Tin",1356,SELECT zen_products.products_id,zen_products.products_model, zen_products.products_quantity, zen_products_description.products_name FROM `zen_products` , `zen_products_description` WHERE zen_products.products_id = zen_products_description.products_id AND zen_products.products_model = 1356
"ibride Cornelius Tray",1365,1,1,"Tray - Cornelius",1365,No
"ibride Berenice Tray",1366,0,0,"Tray - Berenice",1366,No
"ibride Martial & Marius Tray",1367,1,1,"Tray - Marius and Martial",1367,No
"Tatine White Tea Candle",1376,0,1,"Candle - Tatine - White Tea",1376,SELECT zen_products.products_id,zen_products.products_model, zen_products.products_quantity, zen_products_description.products_name FROM `zen_products` , `zen_products_description` WHERE zen_products.products_id = zen_products_description.products_id AND zen_products.products_model = 1376
"Tatine Hyacinth Candle",1377,0,1,"Candle - Tatine - Hyacinth",1377,SELECT zen_products.products_id,zen_products.products_model, zen_products.products_quantity, zen_products_description.products_name FROM `zen_products` , `zen_products_description` WHERE zen_products.products_id = zen_products_description.products_id AND zen_products.products_model = 1377
"Figs & Ginger Bunny Necklace",1472,0,0,"Necklace - bunny in circle",1472,No
"Jasmine Silver Tip Tea by Rare Tea Co.",1818,0,0,"Tea - jasmine silver tip",1818,No
"Oolong Tea by Rare Tea Co.",1819,4,4,"Tea - oolong china",1819,No
"Lost Malawi Tea by Rare Tea Co.",1820,1,1,"Tea - Lost Malawi black",1820,No
"Favor Saucer Rings",1947,2,2,"Ring - saucer set of 3",1947,No
"Little Otsu weekly planner",1531,0,3,"Planner 2010 little otsu",1531,SELECT zen_products.products_id,zen_products.products_model, zen_products.products_quantity, zen_products_description.products_name FROM `zen_products` , `zen_products_description` WHERE zen_products.products_id = zen_products_description.products_id AND zen_products.products_model = 1531
"Night Blooming Jasmine Soap",1551,1,1,"Soap - Jasmine 100gm",1551,No
"Scout Books",1595,92,245,"Scout Book - Portland",1595,SELECT zen_products.products_id,zen_products.products_model, zen_products.products_quantity, zen_products_description.products_name FROM `zen_products` , `zen_products_description` WHERE zen_products.products_id = zen_products_description.products_id AND zen_products.products_model = 1595
"Artemis Plant Colour Pencils assorted 10 pcs",1636,1,2,"Pencils - Artemis plant colors",1636,SELECT zen_products.products_id,zen_products.products_model, zen_products.products_quantity, zen_products_description.products_name FROM `zen_products` , `zen_products_description` WHERE zen_products.products_id = zen_products_description.products_id AND zen_products.products_model = 1636
"Figs & Ginger Love Bunnies Earring",1671,-1,-1,"Earrings - lovebunnies circle",1671,No
"Figs & Ginger Lovebirds Earring",1672,0,0,"Earrings - lovebirds in circle",1672,No
"Lucia Goat’s Milk and Linseed Organic Soy Candle",1679,4,4,"Candle - Lucia - #1 linseed&gm",1679,No
"Lucia Olive Blossom & Laurel Organic Soy Candle",1680,0,0,"Candle - Lucia - #2 laurel &ol",1680,No
"Lucia Tea Leaf & Wild Honey Organic Soy Candle",1681,2,2,"Candle - Lucia - #3 tealf &hon",1681,No
"Lucia Wild Ginger & Fresh Figs Organic Soy Candle",1682,-1,-1,"Candle - Lucia - #6 fig&ginger",1682,No
"Lucia Sea Watercress & Chai Tea Organic Soy Candle",1683,0,0,"Candle - Lucia - #7 sea&chai",1683,No
"Lucia Goat’s Milk and Linseed Organic Shea Butter Soap",1685,0,0,"Lucia Soap - #1 goatmilk & lin",1685,No
"Lucia Olive Blossom & Laurel Organic Shea Butter Soap",1686,11,1,"Lucia Soap - #2 olive & laurel",1686,SELECT zen_products.products_id,zen_products.products_model, zen_products.products_quantity, zen_products_description.products_name FROM `zen_products` , `zen_products_description` WHERE zen_products.products_id = zen_products_description.products_id AND zen_products.products_model = 1686
"Lucia Tea Leaf & Wild Honey Organic Shea Butter Soap",1687,0,0,"Lucia Soap - #3 tea lf & honey",1687,No
"Lucia Wild Ginger & Fresh Figs Organic Shea Butter Soap",1688,0,0,"Lucia Soap - #6 ginger & fig",1688,No
"Lucia Sea Watercress & Chai Tea Organic Shea Butter Soap",1689,0,0,"Lucia Soap - #7 sea & chai",1689,No
"Tatine Hemlock & Jasmine Candle",1755,0,0,"Candle - Tatine - Hemlock/Jasm",1755,No
"Tatine Currant Briar Candle",1756,4,3,"Candle - Tatine - Currant Bria",1756,SELECT zen_products.products_id,zen_products.products_model, zen_products.products_quantity, zen_products_description.products_name FROM `zen_products` , `zen_products_description` WHERE zen_products.products_id = zen_products_description.products_id AND zen_products.products_model = 1756
"Tatine Tabac Candle",1757,3,1,"Candle - Tatine - Tabac",1757,SELECT zen_products.products_id,zen_products.products_model, zen_products.products_quantity, zen_products_description.products_name FROM `zen_products` , `zen_products_description` WHERE zen_products.products_id = zen_products_description.products_id AND zen_products.products_model = 1757
"Tatine Forest Floor Candle",1758,0,0,"Candle - Tatine - Forest Floor",1758,No
"Mandarin & Tomato Flower Organic Shea Butter Soap",1780,2,2,"Lucia Soap - #4 mand & tomato",1780,No
"Mandarin & Tomato Flower Organic Soy Candle",1781,0,0,"Candle - Lucia - #4 mand & tom",1781,No
"I Bike Portland",1954,4,3,"Card - bike/portland",1954,SELECT zen_products.products_id,zen_products.products_model, zen_products.products_quantity, zen_products_description.products_name FROM `zen_products` , `zen_products_description` WHERE zen_products.products_id = zen_products_description.products_id AND zen_products.products_model = 1954
"Congratulations  Lovebirds",1955,3,0,"Card - lovebirds/congrats",1955,SELECT zen_products.products_id,zen_products.products_model, zen_products.products_quantity, zen_products_description.products_name FROM `zen_products` , `zen_products_description` WHERE zen_products.products_id = zen_products_description.products_id AND zen_products.products_model = 1955
"Ruby Hobo Embossed Wallet",1842,0,0,"Hobo - Ruby - Turquoise",1842,No
"Aqua Aura Crystal Ring",1851,0,0,"Ring - aqua aura crystal",1851,No
"Tatine Wild Honeysuckle Candle",1853,0,0,"Candle - Tatine - Honeysuckle",1853,No
"Favor Cascade Earrings",1887,0,0,"Earring - Cascade",1887,No
"Favor Crescent Earrings",1888,1,1,"Earring - Crescent in silver",1888,No
"Anchor Necklace",2027,0,0,"Necklace - Anchor small",2027,No
